# source=https://pfseform.financnasprava.sk/Formulare/eFormVzor/DP/form.621.prijimatelia_2026.html
# source_last_modified=Wed, 17 Jun 2026 06:44:32 GMT
# generated_at=2026-06-30T15:35:09.541Z
ico;obchMeno;pravnaForma;mesto;ulica;supisneCislo;orientacneCislo;psc;stat;iban;kodBanky;nazovBanky
51181347;Hokejbalový klub Jokerit Pezinok;Občianske združenie;Pezinok;Myslenická;4448;186;90203;SK;SK2483300000002401897268;8330;Fio banka a.s
37864858;Telovýchovná jednota Pokrok Komárno;Občianske združenie;Komárno;Pávia ul.;27;5;94501;SK;SK7009000000000211505594;0900;Slovenská sporiteľňa, a.s.
51192322;Zdravý rozum, o.z.;Občianske združenie;Zvolen;J.A.Komenského;2222;25;96001;SK;SK2275000000004026364599;7500;Československá obchodná banka, a.s.
54236401;Slovenská asociácia lodných športov;Občianske združenie;Boleráz;;757;;91908;SK;SK6475000000004031263119;7500;Československá obchodná banka, a.s.
54350387;Občianske združenie pri PD Lipt. Revúce - strakatá ovečka;Občianske združenie;Liptovské Revúce;;297;;03474;SK;SK1902000000004643536851;0200;Všeobecná úverová banka, a.s.
51838974;Cesta poznania o.z.;Občianske združenie;Košice - mestská časť Šaca;Učňovská;575;8;04015;SK;SK4809000000005196086215;0900;Slovenská sporiteľňa, a.s.
37991850;Rodičovské združenie Základnej školy s materskou školou v Dolnom Dubovom;Občianske združenie;Dolné Dubové;;213;;91952;SK;SK6256000000001027616002;5600;Prima banka Slovensko, a.s.
42170184;JEEP CLUB SLOVAKIA;Občianske združenie;Bratislava - mestská časť Vajnory;Tuhovská;10441;11;83106;SK;SK6811000000002620185105;1100;Tatra banka, a.s.
42273145;Občianske združenie Rady rodičov Základnej školy, Ulica P.Dobšinského 746/5, 971 01 Prievidza;Občianske združenie;Prievidza;ZŠ, P. Dobšinského;;;94101;SK;SK9011000000002921867222;1100;Tatra banka, a.s.
42111056;Cheeky Girls;Občianske združenie;Krompachy;Námestie Slobody;115;1;05342;SK;SK4209000000000524536447;0900;Slovenská sporiteľňa, a.s.
55059431;Spišský pohár;Občianske združenie;Spišská Nová Ves;J. Wolkera;1307;34;05205;SK;SK3275000000004032533619;7500;Československá obchodná banka, a.s.
50809342;Halúzka;Občianske združenie;Nižná Olšava;;61;;09032;SK;SK3956000000002573826001;5600;Prima banka Slovensko, a.s.
50622587;P.Y.F. občianske združenie;Občianske združenie;Dunajská Streda;Csermelyova ulica;4498;5;92901;SK;SK8011000000002944049265;1100;Tatra banka, a.s.
37987461;TJ ROZKVET Stredný Čepeň;Občianske združenie;Sereď;Strednočepenská;1843;;92601;SK;SK5809000000000202168493;0900;Slovenská sporiteľňa, a.s.
42185891;Klub DONNA ROSI;Občianske združenie;Bratislava - mestská časť Ružinov;Kaštieľska;;15;82105;SK;SK6783300000002900148149;8330;Fio banka a.s
31992196;Nadácia prof. Ing. Júliusa Pázmana;Nadácia;Košice - mestská časť Staré Mesto;Tajovského;1381;13;04130;SK;SK3502000000002677047512;0200;Všeobecná úverová banka, a.s.
54818923;Leo´s Friends;Občianske združenie;Veľké Orvište;Tálová;282;;92201;SK;SK6502000000004670866258;0200;Všeobecná úverová banka, a.s.
52925919;Bukovská hruda;Občianske združenie;Buková;;270;;91910;SK;SK0402000000004380695251;0200;Všeobecná úverová banka, a.s.
31954821;Školský športový klub Junior Prešov pri ZŠ Šmeralova;Občianske združenie;Prešov;Šmeralova;4874;25;08001;SK;SK7309000000000096292238;0900;Slovenská sporiteľňa, a.s.
54472202;Športový klub Šulerloch;Občianske združenie;Spišská Nová Ves;Agátová;1927;3;05201;SK;SK8483300000002902192215;8330;Fio banka a.s
54641799;Vígľaš je moja dedina;Občianske združenie;Vígľaš;Zvolenská;1;1;96202;SK;SK9202000000007169120851;0200;Všeobecná úverová banka, a.s.
31904602;Pro-Konzervatórium, n.f.;Neinvestičný fond;Banská Bystrica;Skuteckého;6868;27;974 01;SK;SK4002000000004427448312;0200;Všeobecná úverová banka, a.s.
50162527;Športovo - strelecký klub Palárikovo;Občianske združenie;Palárikovo;J.A.Komenského;;10;94111;SK;SK0283300000002200992234;8330;Fio banka a.s
31813275;ART&SPORT, o.z.;Občianske združenie;Púchov;Dvory;581;14B;02001;SK;SK5211000000002628225335;1100;Tatra banka, a.s.
42056608;Rodičovské združenie pri Základnej škole, ul. Komenského v Čadci;Občianske združenie;Čadca;Komenského;752;;02204;SK;SK2611000000002628500798;1100;Tatra banka, a.s.
30852196;Slovenskí levi - BRATISLAVA PRESSBURG;Občianske združenie;Bratislava - mestská časť Jarovce;Mandľová;68;41;85110;SK;SK5783300000002500978100;8330;Fio banka a.s
37817001;INTEGRA - Centrum prevencie v oblasti siekt;Občianske združenie;Banská Bystrica;Jilemnického;1256;13;97404;SK;SK6783300000002102352540;8330;Fio banka a.s
56069928;Majstrovstvá Slovenska v pub kvíze;Občianske združenie;Hrubá Borša;Agátová ulica;801;7;90050;SK;SK2609000000005216024573;0900;Slovenská sporiteľňa, a.s.
52139719;kroky Maťka a Kubka;Občianske združenie;Cífer;Jarná;74;;91943;SK;SK0402000000003012457095;0200;Všeobecná úverová banka, a.s.
35661461;Horolezecký klub James Žiar nad Hronom;Občianske združenie;Žiar nad Hronom;Dr. Jánského;475;29;96560;SK;SK8102000000001128015951;0200;Všeobecná úverová banka, a.s.
42174031;FS MACEJKO;Občianske združenie;Malacky;Pavla Hallona;5836;15;90101;SK;SK6511110000001082559004;1111;UniCredit Bank Czech Republic and Slovakia, a.s.
51889510;DanceContinent o.z.;Občianske združenie;Bratislava - mestská časť Ružinov;Sklenárova;1363;20;82109;SK;SK6211110000001512869003;1111;UniCredit Bank Czech Republic and Slovakia, a.s.
17061300;Aeroklub Žilina;Občianske združenie;Dolný Hričov;Letisko;;;01341;SK;SK2602000000000078438432;0200;Všeobecná úverová banka, a.s.
31956165;Občianske združenie Priatelia Šrobárky;Občianske združenie;Košice - mestská časť Staré Mesto;Šrobárova;1015;1;04001;SK;SK4456000000000409989002;5600;Prima banka Slovensko, a.s.
42054966;Občianske združenie INTEGRÁL pri SOŠ polytechnickej v Martine;Občianske združenie;Martin;Československej armády;4218;24;03601;SK;SK9202000000002245148651;0200;Všeobecná úverová banka, a.s.
35505800;KORYO TAEKWONDO SLÁVIA UPJŠ KOŠICE;Občianske združenie;Košice - mestská časť Sídlisko KVP;Stierova;1171;29;04023;SK;SK2783300000002901176002;8330;Fio banka a.s
001782090704;Slovenský rybársky zväz - Miestna organizácia Orlov;Občianske združenie;Orlov;;119;;06543;SK;SK5209000000000103866667;0900;Slovenská sporiteľňa, a.s.
55365183;Mestský florbalový klub SpartanS Liptovský Mikuláš, o.z.;Občianske združenie;Liptovský Mikuláš;1.mája;158;103;03101;SK;SK4911000000002941153403;1100;Tatra banka, a.s.
42150426;Športovo strelecký klub TRIO, Nová Dubnica;Občianske združenie;Nová Dubnica;;150;120;01851;SK;SK6609000000000364962382;0900;Slovenská sporiteľňa, a.s.
50639919;Zdravie pre život, o.z.;Občianske združenie;Košice - mestská časť Sever;Gogoľova;1714;2;04001;SK;SK7111000000002941095098;1100;Tatra banka, a.s.
54279674;OZ Synapse;Občianske združenie;Matúškovo;;747;;92501;SK;SK5583300000002103379016;8330;Fio banka a.s
55789838;Neziskové združenie 46;Občianske združenie;Bratislava - mestská časť Podunajské Biskupice;Podunajská;12542;23F;82106;SK;SK1475000000004034556005;7500;Československá obchodná banka, a.s.
356263560526;Združenie maďarských rodičov na Slovensku Materská škola s vyučovacím jazykom maďarským - Óvoda Ňárad 118 - Csiliznyárad 118 Szlovákiai Magyar Szülők Szövetsége;Občianske združenie;Ňárad;;118;;93006;SK;SK9102000000003418952459;0200;Všeobecná úverová banka, a.s.
45732515;Iskierka nádeje SD, n.o.;Nezisková organizácia poskytujúca všeobecne prospešné služby;Trenčín;Pri parku;39;19;911 06;SK;SK4402000000002720244651;0200;Všeobecná úverová banka, a.s.
42027390;Asociácia horských záchranárov;Občianske združenie;Vysoké Tatry;Dom oblastného strediska HZS Vysoké Tatry, Starý Smokovec;;23;06201;SK;SK7411000000002927886360;1100;Tatra banka, a.s.
51739941;Čhavorenge o.z.;Občianske združenie;Bratislava - mestská časť Staré Mesto;Povraznícka;3033;5;81107;SK;SK1783300000002802036362;8330;Fio banka a.s
423361710002;Združenie pri Spojenej katolíckej škole v Nitre, Gymnázium sv. Cyrila a Metoda;Občianske združenie;Nitra;Farská;1302;19;94901;SK;SK5002000000003186396958;0200;Všeobecná úverová banka, a.s.
42024137;Združenie trampov regiónu Prievidza;Občianske združenie;Prievidza;Makovického ulica;26;9;97101;SK;SK2283300000002001560359;8330;Fio banka a.s
173196170618;SRRZ - RZ pri Základnej škole;Občianske združenie;Čáry;Školská;285;6;908 43;SK;SK2909000000000037237490;0900;Slovenská sporiteľňa, a.s.
42445833;Študentské združenie IRŠ TLIS pri Slovenskej technickej univerzite v Bratislave;Občianske združenie;Bratislava - mestská časť Karlova Ves;Staré Grunty;5913;53;84247;SK;SK5211000000002945268574;1100;Tatra banka, a.s.
55844910;Pomoc Zuzanke Stempovej;Občianske združenie;Prešov;Ďumbierska;6866;9;08001;SK;SK9511000000002946182510;1100;Tatra banka, a.s.
52446883;Jazdecký klub Vanessa;Občianske združenie;Nové Mesto nad Váhom;Klčové;2089;39;91501;SK;SK1311000000008015216679;1100;Tatra banka, a.s.
17150582;TJ Tatran Remetské Hámre - občianske združenie;Občianske združenie;Remetské Hámre;;26;;07241;SK;SK1909000000005170586019;0900;Slovenská sporiteľňa, a.s.
36119300;Hokejový klub DUKLA Trenčín n.o.;Nezisková organizácia poskytujúca všeobecne prospešné služby;Trenčín;Považská;1705;34;91101;SK;SK1875000000004029524834;7500;Československá obchodná banka, a.s.
52704734;Mestský plavecký klub Tvrdošín;Občianske združenie;Tvrdošín;Medvedzie;49;32;02744;SK;SK8502000000004212400151;0200;Všeobecná úverová banka, a.s.
31103341;Klub karate Atlant Nitra;Občianske združenie;Nitra;Štúrova;1433;14;94901;SK;SK1265000000000020209506;6500;365.bank
55441432;Spevácke zbory Bratislavy;Občianske združenie;Bratislava - mestská časť Staré Mesto;Štefánikova;834;25;81105;SK;SK8402000000004797970351;0200;Všeobecná úverová banka, a.s.
54035473;OZ 5M;Občianske združenie;Košice - mestská časť Poľov;Kameničná;353;7;04015;SK;SK9183300000002002355584;8330;Fio banka a.s
37804421;Martinský klub športovej kynológie;Občianske združenie;Martin;S.Chalupku;1584;16;03601;SK;SK6111000000002628794757;1100;Tatra banka, a.s.
54740797;NORDIC WALKING KLUB PLATANOVÁ STOPA;Občianske združenie;Leopoldov;Bernolákova;117;13;92041;SK;SK7002000000004680615153;0200;Všeobecná úverová banka, a.s.
001781520266;Slovenský zväz záhradkárov Základná organizácia 11-20 Vráble;Občianske združenie;Vráble;Štúrova;1147;3;95201;SK;SK8709000000000031234280;0900;Slovenská sporiteľňa, a.s.
36066834;Informačné centrum Spoločenstva pri Dóme sv. Martina;Občianske združenie;Bratislava - mestská časť Staré Mesto;Kapitulská;9;;81101;SK;SK5711000000002661475002;1100;Tatra banka, a.s.
54863660;Nadácia Fides et Ratio;Nadácia;Bratislava-Ružinov;Pavlovova;1049;20;82108;SK;SK6683300000002002620165;8330;Fio banka a.s
42085829;Ľudová hudba Bystrianka;Občianske združenie;Svit;Sládkovičova;34;11;05921;SK;SK5609000000000493801745;0900;Slovenská sporiteľňa, a.s.
45745480;Lovecký ochranný spolok svetobežníkov n.o.;Nezisková organizácia poskytujúca všeobecne prospešné služby;Trebišov;Hurbanova;248;2;07501;SK;SK6675000000004029294565;7500;Československá obchodná banka, a.s.
42260248;Mondioring club Slovakia;Občianske združenie;Bratislava - mestská časť Nové Mesto;Hrdličkova;2611;32;83101;SK;SK6375000000004032087540;7500;Československá obchodná banka, a.s.
37916629;Rodičovské združenie Základnej školy v Bojniciach;Občianske združenie;Bojnice;Školská;292;7;97201;SK;SK1809000000000372074510;0900;Slovenská sporiteľňa, a.s.
42445655;Modelársky klub Tomášov;Občianske združenie;Tomášov;Mierová;657;48;90044;SK;SK4283300000002000962188;8330;Fio banka a.s
31942971;Sídlisková telovýchovná jednota Družba Bardejov;Občianske združenie;Bardejov;Pod papierňou;1523;50;08501;SK;SK3575000000004019212167;7500;Československá obchodná banka, a.s.
53052129;Športový strelecký klub TSC Košice;Občianske združenie;Lastomír;;328;;07237;SK;SK4883300000002001848272;8330;Fio banka a.s
42026237;Rodičovské združenie pri Základnej škole s materskou školou, Kočovce 380;Občianske združenie;Kočovce;ZŠ s MŠ,;380;;91631;SK;SK5109000000000041702295;0900;Slovenská sporiteľňa, a.s.
55031013;Vagačov dvor;Občianske združenie;Detva;Partizánska;54;82;96212;SK;SK9811000000002943142767;1100;Tatra banka, a.s.
42154979;Rodičovské Združenie, Základná škola slov. Košúty;Občianske združenie;Košúty;ZŠ, Hlavná;;27;92509;SK;SK8009000000000203189798;0900;Slovenská sporiteľňa, a.s.
42414300;PACIENT a LEKÁR;Občianske združenie;Bratislava - mestská časť Petržalka;Smolenická;3045;4;85105;SK;SK8211000000002947464114;1100;Tatra banka, a.s.
52312771;HONESTUM, n.o.;Nezisková organizácia poskytujúca všeobecne prospešné služby;Vranov nad Topľou;Domašská;670;4;09301;SK;SK6383300000008330833095;8330;Fio banka a.s
37819046;PRO IUVENTUS;Občianske združenie;Fiľakovo;ZŠ, Mládežnícka;;7;98601;SK;SK1002000000001432512354;0200;Všeobecná úverová banka, a.s.
55697861;Gajarská Poľana;Občianske združenie;Gajary;Mládežnícka;688;6;90061;SK;SK3109000000005240425609;0900;Slovenská sporiteľňa, a.s.
55037852;OZ Spoločný čas;Občianske združenie;Lomné;;1;;09033;SK;SK5211000000002940149496;1100;Tatra banka, a.s.
52440745;J.L.S.Z.S.;Občianske združenie;Žilina;Stodolova;3434;12;01015;SK;SK5209000000005174911528;0900;Slovenská sporiteľňa, a.s.
173196171299;SRRZ - RZ pri Materskej škole;Občianske združenie;Stará Ľubovňa;Vsetínska;1657;36;06401;SK;SK4902000000002947967096;0200;Všeobecná úverová banka, a.s.
42130867;KULTURISE;Občianske združenie;Bratislava - mestská časť Ružinov;Jégého;363;5;82108;SK;SK2575000000004006005409;7500;Československá obchodná banka, a.s.
42109345;Rodičovské združenie pri Materskej škole Medzev;Občianske združenie;Medzev;MŠ, Marianske nám.;;35;04425;SK;SK3409000000000449913715;0900;Slovenská sporiteľňa, a.s.
55008666;Spevácka skupina Spievanky a detský folklórny súbor Cipovička o. z.;Občianske združenie;Žilina;Námestie Ľudovíta Fullu;1666;20;01008;SK;SK4109000000005204543771;0900;Slovenská sporiteľňa, a.s.
50636561;OZ Mažoretky VARANOVIA;Občianske združenie;Vranov nad Topľou;Základná škola, Sídlisko II;;1336;09301;SK;SK6275000000004024408068;7500;Československá obchodná banka, a.s.
55380794;GK GAJA KOŠICE;Občianske združenie;Košice - mestská časť Západ;Obrody;210;1;04011;SK;SK7783300000002402587536;8330;Fio banka a.s
54850215;Safari Club International Slovakian Chapter;Občianske združenie;Dunajská Streda;Drevárska;97;6;92901;SK;SK6802000000004889502555;0200;Všeobecná úverová banka, a.s.
42194776;Obecný futbalový klub Slovan Valaská;Občianske združenie;Valaská;Nám.1.mája;460;8;97646;SK;SK1909000000000305721933;0900;Slovenská sporiteľňa, a.s.
31303188;1. Tenisový klub Humenné;Občianske združenie;Humenné;Chemlonská;1962;2;06601;SK;SK8209000000000460778112;0900;Slovenská sporiteľňa, a.s.
54522706;UKRAJINSKÝ DOM Žilina;Občianske združenie;Žilina;Puškinova;2188;20;01001;SK;SK6909000000005225070213;0900;Slovenská sporiteľňa, a.s.
56106483;DANCE STUDIO BY ANETA;Občianske združenie;Ľubietová;ulica Vôdka;211;12;97655;SK;SK0409000000005217084500;0900;Slovenská sporiteľňa, a.s.
42173311;TEKLA, o.z.;Občianske združenie;Stupava;Prof. Ondroucha;2332;2;90031;SK;SK7002000000002806390756;0200;Všeobecná úverová banka, a.s.
55961908;The Ladies ensemble;Občianske združenie;Bratislava - mestská časť Staré Mesto;Slávičie údolie;4138;30;81102;SK;SK9683300000002602813139;8330;Fio banka a.s
52050980;OBČIANSKE ZDRUŽENIE CESTA K MENTÁLNEMU ZDRAVIU;Občianske združenie;Bratislava - mestská časť Staré Mesto;Mickiewiczova;2247;13;81107;SK;SK6575000000004026775590;7500;Československá obchodná banka, a.s.
42261635;Račiansky spolok;Občianske združenie;Bratislava - mestská časť Rača;Alstrova;;35;83106;SK;SK7011000000002920875466;1100;Tatra banka, a.s.
42030056;DamaArt;Občianske združenie;Prešov;Weberova;15665;13;08001;SK;SK7402000000003382461753;0200;Všeobecná úverová banka, a.s.
35542446;Detský folklórny súbor Vánok;Občianske združenie;Veľké Kapušany;Hlavná;406;48;07901;SK;SK4309000000000551490886;0900;Slovenská sporiteľňa, a.s.
37936000;Klub silového trojboja mesta Stopkov;Občianske združenie;Stropkov;Matice slovenskej;907;32;09101;SK;SK0209000000005075688412;0900;Slovenská sporiteľňa, a.s.
42098505;Obecný šachový klub Margecany;Občianske združenie;Margecany;OcÚ, Obchodná;;7;05501;SK;SK8209000000000523637895;0900;Slovenská sporiteľňa, a.s.
42146011;Štvorlístok n.f.;Neinvestičný fond;Bánovce nad Bebravou;9. mája;596;3;95701;SK;SK3309000000000264236818;0900;Slovenská sporiteľňa, a.s.
50103733;GBE;Občianske združenie;Bratislava - mestská časť Ružinov;Súmračná;3261;18;82102;SK;SK2211000000002941043212;1100;Tatra banka, a.s.
51444020;OKINAWA KARATE Považská Bystrica, o. z.;Občianske združenie;Považská Bystrica;Zakvášov;1521;32;01707;SK;SK7709000000005143090034;0900;Slovenská sporiteľňa, a.s.
53432185;BHG Petržalka o.z.;Občianske združenie;Hamuliakovo;Dubová;428;11;90043;SK;SK4502000000004404645559;0200;Všeobecná úverová banka, a.s.
42106508;PACIENT;Občianske združenie;Košice - mestská časť Staré Mesto;Letná;;30;04001;SK;SK2409000000000449474097;0900;Slovenská sporiteľňa, a.s.
30804213;Spolok strojárov;Občianske združenie;Bratislava - mestská časť Staré Mesto;Fajnorovo nábrežie;;5;81475;SK;SK5802000000001193905555;0200;Všeobecná úverová banka, a.s.
42108667;Parkúr team Košice B.V.;Občianske združenie;Košice - mestská časť Staré Mesto;Hlavná;83;81A;04001;SK;SK7711110000001372355018;1111;UniCredit Bank Czech Republic and Slovakia, a.s.
31301070;Združenie Nádej na pomoc ľuďom s mentálnym postihnutím v Poprade;Občianske združenie;Poprad;Francisciho;905;29;05801;SK;SK6202000000000075030562;0200;Všeobecná úverová banka, a.s.
54381517;HTSO o.z. - Hokejové talenty slovenskí orli;Občianske združenie;Martin;;10982;;03601;SK;SK8475000000004033020399;7500;Československá obchodná banka, a.s.
